nama_makanan,gambar,kalori,karbohidrat,protein,harga,level_harga,tipe_diet,cluster
Shabu-shabu,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing,88.0,0.8,3.2,8000.0,Murah,Keto,0
Singkong Goreng ,https://sweetrip.id/wp-content/uploads/2022/04/singkong.jpeg,285.0,28.0,1.0,16000.0,Normal,Normal,2
Singkong kukus,https://asset.kompas.com/crops/5kSIoZRz5urTHMM1PdoIQ64E0zU=/0x0:996x664/750x500/data/photo/2021/08/21/61208628cd52c.jpg,146.0,34.7,1.2,12000.0,Normal,Normal,2
Singkong tape,https://image-cdn.medkomtek.com/KWOw6uO2QBAVuCumxbrxIkbIIek=/1200x675/smart/klikdokter-media-buckets/medias/2321509/original/051458700_1606124573-Awas-Kebanyakan-Makan-Tape-Singkong-Bikin-Keputihan-shutterstock_1790685980.jpg,173.0,42.5,0.5,17000.0,Normal,Normal,2
Siomay ,https://awsimages.detik.net.id/community/media/visual/2021/11/17/resep-siomay-ayan-jamur_43.jpeg?w=1200,95.3,14.4,4.4,6000.0,Murah,Normal,0
Sirsak,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2021/09/20/3327403627.jpeg,65.0,16.3,1.0,9000.0,Murah,Normal,0
Sop buntut masakan,https://img-global.cpcdn.com/recipes/91727f982ad54daa/1200x630cq70/photo.jpg,71.0,2.2,7.5,8000.0,Murah,Keto,0
Sop daging sapi masakan,https://img.okezone.com/content/2020/02/27/298/2175054/resep-sayur-sop-daging-masakan-rumahan-paling-populer-24WHr0ACJo.jpg,49.0,5.3,5.8,10000.0,Normal,Normal,0
Sop kaki sapi masakan,https://www.ruparupa.com/blog/wp-content/uploads/2021/06/Screen-Shot-2021-06-21-at-14.11.27.png,68.0,3.7,9.0,8000.0,Murah,Keto,0
Sop kambing masakan,https://asset.kompas.com/crops/4BopB2so0iCh5Dj_6QkB41md3B0=/3x0:700x465/750x500/data/photo/2021/01/15/6000de7b45e69.jpg,34.0,1.1,5.5,10000.0,Normal,Keto,0
Sop Kool dan Wortel,https://img-global.cpcdn.com/recipes/8adcb73d8f012620/680x482cq70/sop-kol-simple-foto-resep-utama.jpg,15.0,3.1,0.6,10000.0,Normal,Keto,0
Soto betawi masakan,https://www.unileverfoodsolutions.co.id/dam/global-ufs/mcos/SEA/calcmenu/recipes/ID-recipes/soups/soto-betawi/main-header.jpg,135.0,11.5,2.5,10000.0,Normal,Normal,2
Soto dengan Daging,https://img.kurio.network/mjtADdO0Q-nnAohGaTqVBvp8rMc=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/21/03/01/0bfa7a3d-28f6-440f-907b-def23ccb96d9.jpe,127.5,8.3,2.6,11000.0,Normal,Normal,2
Soto jeroan masakan,https://awsimages.detik.net.id/community/media/visual/2022/03/15/resep-soto-jeroan-sapi_43.jpeg?w=1200,92.0,1.4,11.8,6000.0,Murah,Keto,0
Spaghetti,https://images.immediate.co.uk/production/volatile/sites/30/2022/09/Spicy-tomato-spaghetti-caf3053.jpg,139.0,22.6,7.4,10000.0,Normal,Normal,2
Srikaya,https://images.tokopedia.net/blog-tokopedia-com/uploads/2021/02/Manfaat-Buah-Srikaya-untuk-Kesehatan.jpg,101.0,35.2,1.7,13000.0,Normal,Normal,2
Tahu goreng,https://img-global.cpcdn.com/recipes/33285f91f3b22e50/1200x630cq70/photo.jpg,115.0,2.5,9.7,14000.0,Normal,Keto,2
Tahu telur,https://resepkoki.id/wp-content/uploads/2021/09/Resep-Tahu-Telur.jpg,328.0,24.6,12.6,32000.0,Premium,Normal,1
Tekwan,https://cdn0-production-images-kly.akamaized.net/j6uieBQwJPfQO1YqUyADA34MfBA=/0x355:667x731/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3402174/original/073058800_1615863502-shutterstock_1597851637.jpg,53.0,9.4,1.9,6000.0,Murah,Normal,0
Tempe Goreng ,https://asset.kompas.com/crops/tnGS6LHPv4vxzDYTS-JJdLXBrjo=/0x41:1000x708/1200x800/data/photo/2020/04/01/5e841eccea33c.jpg,328.0,12.8,18.4,22000.0,Mahal,Vegan,2
Terong kukus,https://1.bp.blogspot.com/-Geazm3gHNOw/WrJfbbzv9XI/AAAAAAAACe0/ivjlGyMEIuQKPKORmHkPF9SIluhx0Ad5ACLcBGAs/s1600/photo.jpg,23.0,4.9,1.8,9000.0,Murah,Keto,0
Tim (nasi tim),https://www.mooimom.id/media/ck-uploads/2022/06/28/nasi-tim-bayi-bubur-ayam_lnEjENK.jpg,120.0,26.0,2.4,15000.0,Normal,Normal,2
Tiwul  ,https://asset.kompas.com/crops/_Lav4KVP5NTBM2GTsDVtTxgCx08=/70x0:914x563/750x500/data/photo/2021/12/03/61a9f9d558fc0.jpg,353.0,83.4,2.4,26000.0,Mahal,Normal,1
Toge Goreng ,https://akcdn.detik.net.id/community/media/visual/2019/04/22/de16ca5c-a9d9-4197-a567-b818b1d59d94.jpeg?w=1208,93.6,15.1,4.4,6000.0,Murah,Normal,0
Tumis bandeng,https://img.okezone.com/content/2018/04/26/298/1891625/kacang-panjang-tumis-tauge-dan-bandeng-bumbu-acar-menu-makan-siang-yang-sempurna-fPgLm3B8Js.jpg,189.0,0.6,11.3,19000.0,Normal,Keto,2
Tumis bayam bersantan,https://cdn1-production-images-kly.akamaized.net/4a0ttXDkFeMMNthY5iFfBhug3Ys=/1200x675/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3437424/original/069907400_1619146736-Bobor_Bayam_Jagung.jpg,48.0,2.6,1.4,10000.0,Normal,Keto,0
Ubi Cilembu,https://assets-a1.kompasiana.com/items/album/2021/11/11/img-20211111-wa0043-618cbcd606310e41062eaf72.jpg,186.0,44.3,1.9,20000.0,Normal,Normal,2
Ubi Jalar Goreng ,https://resepkoki.id/wp-content/uploads/2022/03/Resep-Ubi-Goreng.jpg,160.0,55.3,3.7,11000.0,Normal,Normal,2
Ubi jalar kuning kukus,https://img-global.cpcdn.com/recipes/96d4a66b6b3523c4/1200x630cq70/photo.jpg,100.0,23.8,0.7,13000.0,Normal,Normal,2
Ubi Jalar Rebus,https://d1bpj0tv6vfxyp.cloudfront.net/articles/807337_27-11-2020_8-6-29.jpeg,114.0,25.6,1.4,11000.0,Normal,Normal,2
Ubi Jalar Sayur,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/jawapos/2022/11/daun-ubi-jalar.jpg,184.0,22.5,1.4,17000.0,Normal,Vegetarian,2
Woku ubi,https://img-global.cpcdn.com/recipes/6ee7c77a5d0b37cb/680x482cq70/daun-singkong-masak-woku-foto-resep-utama.jpg,143.0,15.0,3.1,15000.0,Normal,Normal,2
Yangko,https://serikatnews.com/wp-content/uploads/2022/12/yangko-giant.jpg,254.0,58.1,3.0,14000.0,Normal,Normal,2
Yoghurt,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/08/04071319/Inilah-Alasan-Greek-Yogurt-Menjadi-Cemilan-Sehat.jpg,52.0,4.0,3.3,7000.0,Murah,Keto,0
